date_collection,amount_news_name,com_title_list,amount_news_ceo,ceo_title_list,alpha_news_amount,news_sentiment_mean,date_global_quote,open,high,low,close,volume,date_federal_funds_rate,federal_funds_rate,date_currency_exchange_rate,currency_exchange_rate,date_cpi,cpi,date_inflation,inflation,date_unenployment,unemployment,date_gdp,real_gdp,date_retail_sales,retail_sales,market_capitalization,ebitda,pe_ratio,peg_ratio,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,day_moving_average_50,day_moving_average_200,shares_outstanding,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,fiscalDateEnding.1,reportedCurrency.1,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda.1,netIncome,sentiment_name,sentiment_ceo
20240405,0,0,1,"['Adobe: Strong Fundamentals Overshadowed By Growth Uncertainty, Hold Rating', ""Adobe's focus on Customer Experience with AI tools shows promise, but needs to translate to faster revenue growth. Read more on ADBE stock here.""]",4,0.24056625,2024-04-05,488.84,490.09,481.28,485.12,4968712,2024-04-04,5.33,2024-04-06 09:11:34,151.609,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-03-01,3.8,2023-10-01,5761.525,2024-02-01,555127.0,218225279000,1079000000,47.43,1.844,,,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,10.27,-0.498,0.113,621.87,47.43,27.62,10.95,14.4,10.8,30.13,1.272,638.25,331.89,564.5,553.48,448000000,2024-03-01,USD,28751000000,10008000000,,2057000000,19754000000,1988000000,,14825000000,2022000000,12803000000,566000000,,566000000,13291000000,9537000000,300000000,12220000000,1497000000,,1616000000,451000000.0,2138000000,1497000000.0,,2138000000,,435000000,15460000000,30109000000,33809000000,0,453000000,2024-03-01,USD,4592000000,5182000000,590000000,42000000,907000000,1704000000,939000000,3685000000,,-27000000,,27000000,,70000000,,84000000,968000000,348000000,27000000,620000000,628000000,995000000,1079000000,620000000,0.4963008165359497,0.0
20231218,3,"['Piper Sandler Reiterates “Overweight” Rating for Adobe (NASDAQ:ADBE)', 'Piper Sandler reaffirmed their overweight rating on shares of Adobe (NASDAQ:ADBE – Free Report) in a research report report published on Thursday, Benzinga reports. They currently have a $650.00 target price on the software company’s stock. A number of other …', 'ADOBE INC. (NASDAQ: ADBE) DEADLINE ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Adobe Inc.', 'Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Adobe Inc. ......', 'UIデザイナーがAfter Effectsで「ロゴアニメーション」作ってみた！｜Blog｜Goodpatch グッドパッチ', 'こんにちは、UIデザイナーの小幡です。突然ですが、皆さんはアニメーションを作ったことはありますか？私は「Adobe After Effects（AE）」でのモーションの作成が好きで、前職ではWebサイトのモックや、サイト内での細かい動...']",1,"['Adobe abandona aquisição da Figma avaliada em US$ 20 bilhões', 'Após a crescente pressão dos reguladores do Reino Unido e da União Europeia, a Adobe e a Figma anunciaram nesta segunda (18) que ambas as empresas estão rescindindo mutuamente o seu acordo de fusão.']",11,0.164212909090909,2023-12-18,591.52,603.1337,586.62,599.13,5452047,2023-12-15,5.33,2023-12-19 10:11:01,144.517,2023-11-01,307.051,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-07-01,5640.366,2023-11-01,625140.0,266204807000,1862000000,49.51,2.181,0.0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,585.42,49.51,32.68,13.72,16.11,13.52,33.71,1.335,633.89,318.6,577.75,482.33,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.10073000192642212,0.0
20240317,4,"['SXSW2024 : L’IA, la nouvelle culture de masse', 'SXSW s’est ouvert cette année en pleine Journée Internationale de la Femme (ou des droits des femmes, selon le degré d’avancement de la lutte). La foule bigarrée dans les rues d’Austin, ville texane réputée pour ses tacos, son université et sa créativité (ave…', 'Adobe Inc. (NASDAQ:ADBE) Sees Significant Increase in Short Interest', 'Adobe Inc. (NASDAQ:ADBE – Get Free Report) saw a significant increase in short interest in the month of February. As of February 29th, there was short interest totalling 5,400,000 shares, an increase of 8.2% from the February 14th total of 4,990,000 shares. C…', 'Adobe (NASDAQ:ADBE) Price Target Cut to $660.00', 'Adobe (NASDAQ:ADBE – Get Free Report) had its price objective decreased by analysts at BMO Capital Markets from $690.00 to $660.00 in a report released on Friday. The firm presently has an “overweight” rating on the software company’s stock. BMO Capital Marke…', 'Adobe (NASDAQ:ADBE) Shares Gap Down After Analyst Downgrade', 'Shares of Adobe Inc. (NASDAQ:ADBE – Get Free Report) gapped down prior to trading on Friday after BMO Capital Markets lowered their price target on the stock from $690.00 to $660.00. The stock had previously closed at $570.45, but opened at $499.64. BMO Capit…']",2,"['Adobe Inc. (NASDAQ:ADBE) Sees Significant Increase in Short Interest', 'Adobe Inc. (NASDAQ:ADBE – Get Free Report) saw a significant increase in short interest in the month of February. As of February 29th, there was short interest totalling 5,400,000 shares, an increase of 8.2% from the February 14th total of 4,990,000 shares. C…', 'Adobe (NASDAQ:ADBE) Shares Gap Down After Analyst Downgrade', 'Shares of Adobe Inc. (NASDAQ:ADBE – Get Free Report) gapped down prior to trading on Friday after BMO Capital Markets lowered their price target on the stock from $690.00 to $660.00. The stock had previously closed at $570.45, but opened at $499.64. BMO Capit…']",1,0.232204,2024-03-15,499.64,503.1263,485.0,492.46,19580838,2024-03-14,5.33,2024-03-18 10:11:01,149.202,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-02-01,3.9,2023-10-01,5760.935,2024-02-01,555127.0,222860788000,2162000000,41.7,1.833,,,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,11.81,-0.498,0.113,652.28,41.7,27.47,11.18,13.49,11.28,28.13,1.294,638.25,331.89,584.48,549.96,452546000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.0,0.0
20240420,1,"['20 Best DocuSign Alternatives to Explore in 2024', 'In this article, we will take a look at the 20 best DocuSign alternatives to explore in 2024. If you want to skip our detailed analysis, you can go directly ...']",0,0,0,0.0,2024-04-19,476.54,476.58,463.0901,465.02,3282142,2024-04-18,5.33,2024-04-21 09:11:01,154.562,2024-03-01,312.332,2022-01-01,8.00279982052121,2024-03-01,3.8,2023-10-01,5761.525,2024-03-01,614526.0,208328950000,1079000000,44.46,1.759,,,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,10.46,-0.498,0.113,621.87,44.46,26.39,10.65,13.74,10.52,29.33,1.272,638.25,331.89,530.93,553.16,448000000,2024-03-01,USD,28751000000,10008000000,,2057000000,19754000000,1988000000,,14825000000,2022000000,12803000000,566000000,,566000000,13291000000,9537000000,300000000,12220000000,1497000000,,1616000000,451000000.0,2138000000,1497000000.0,,2138000000,,435000000,15460000000,30109000000,33809000000,0,453000000,2024-03-01,USD,4592000000,5182000000,590000000,42000000,907000000,1704000000,939000000,3685000000,,-27000000,,27000000,,70000000,,84000000,968000000,348000000,27000000,620000000,628000000,995000000,1079000000,620000000,0.0,0.0
20240307,2,"['CISA adds Apple iOS and iPadOS memory corruption bugs to its Known Exploited Vulnerabilities Catalog', 'U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds Apple iOS and iPadOS memory corruption vulnerabilities to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA)\xa0added\xa0the following vulne…', 'Adobe (ADBE) Scheduled to Post Quarterly Earnings on Thursday', 'Adobe (NASDAQ:ADBE – Get Free Report) is scheduled to announce its earnings results before the market opens on Thursday, March 14th. Analysts expect the company to announce earnings of $4.38 per share for the quarter. Individual that wish to listen to the com…']",0,0,3,0.2040013333333333,2024-03-07,550.0,558.38,541.59,556.04,2660544,2024-03-06,5.33,2024-03-08 10:11:33,146.976,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-10-01,5760.935,2024-01-01,554784.0,245773206000,2162000000,45.87,2.022,,,0.0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,653.38,45.87,30.3,12.66,14.87,12.47,31.08,1.294,638.25,323.29,590.69,543.15,452546000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.0,0.0
20231124,1,"['Franklin Resources Inc. Raises Position in Adobe Inc. (NASDAQ:ADBE)', 'Franklin Resources Inc. raised its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 69.9% during the second quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 1,52…']",0,0,6,0.2839421666666666,2023-11-24,616.26,619.44,613.6,619.43,942673,2023-11-23,5.33,2023-11-25 10:11:01,149.396,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-07-01,5633.594,2023-10-01,608839.0,282158498000,1862000000,55.88,1.481,0.0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.09,0.26,0.103,616.54,55.88,22.22,8.89,10.99,9.13,22.68,1.324,624.38,318.6,548.53,461.66,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20240106,9,"['Providence First Trust Co Lowers Stake in Adobe Inc. (NASDAQ:ADBE)', 'Providence First Trust Co reduced its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 2.0% in the third quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 3,711 sha…', 'Sicart Associates LLC Sells 20 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Sicart Associates LLC reduced its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.2% during the third quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 10,957 shares of the soft…', 'GPS Wealth Strategies Group LLC Grows Stake in Adobe Inc. (NASDAQ:ADBE)', 'GPS Wealth Strategies Group LLC grew its position in Adobe Inc. (NASDAQ:ADBE – Free Report) by 2.6% during the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 3,470 shares of the software c…', 'Pinnacle Wealth Management Advisory Group LLC Grows Position in Adobe Inc. (NASDAQ:ADBE)', 'Pinnacle Wealth Management Advisory Group LLC increased its position in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.5% during the third quarter, according to its most recent Form 13F filing with the SEC. The firm owned 6,039 shares of the software c…', 'Vision Capital Management Inc. Has $6.72 Million Position in Adobe Inc. (NASDAQ:ADBE)', 'Vision Capital Management Inc. reduced its holdings in Adobe Inc. (NASDAQ:ADBE – Free Report) by 4.2% during the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 13,179 shares of the softwa…', 'Zurcher Kantonalbank Zurich Cantonalbank Sells 19,383 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Zurcher Kantonalbank Zurich Cantonalbank decreased its position in Adobe Inc. (NASDAQ:ADBE – Free Report) by 5.0% during the 3rd quarter, according to the company in its most recent filing with the SEC. The fund owned 371,479 shares of the software company’s …', 'Verdence Capital Advisors LLC Sells 478 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Verdence Capital Advisors LLC cut its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 9.2% in the 3rd quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The institutional investor…', 'Miracle Mile Advisors LLC Reduces Position in Adobe Inc. (NASDAQ:ADBE)', 'Miracle Mile Advisors LLC cut its position in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 7.6% in the third quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 1,998 shares of the sof…', 'Делаем апгрейд недорогого ноутбука на примере китайской модели Ninkear N16 Pro', 'При изучении результатов модернизации аппарата мы не рассчитывали ни на какие откровения — сказанное в обзоре так или иначе известно многим, если не большинству. Задачей было получить количественные оценки разных вариантов апгрейда, причем в рамках наших тест…']",6,"['Sicart Associates LLC Sells 20 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Sicart Associates LLC reduced its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.2% during the third quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 10,957 shares of the soft…', 'GPS Wealth Strategies Group LLC Grows Stake in Adobe Inc. (NASDAQ:ADBE)', 'GPS Wealth Strategies Group LLC grew its position in Adobe Inc. (NASDAQ:ADBE – Free Report) by 2.6% during the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 3,470 shares of the software c…', 'Vision Capital Management Inc. Has $6.72 Million Position in Adobe Inc. (NASDAQ:ADBE)', 'Vision Capital Management Inc. reduced its holdings in Adobe Inc. (NASDAQ:ADBE – Free Report) by 4.2% during the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 13,179 shares of the softwa…', 'Zurcher Kantonalbank Zurich Cantonalbank Sells 19,383 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Zurcher Kantonalbank Zurich Cantonalbank decreased its position in Adobe Inc. (NASDAQ:ADBE – Free Report) by 5.0% during the 3rd quarter, according to the company in its most recent filing with the SEC. The fund owned 371,479 shares of the software company’s …', 'Verdence Capital Advisors LLC Sells 478 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Verdence Capital Advisors LLC cut its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 9.2% in the 3rd quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The institutional investor…', 'Miracle Mile Advisors LLC Reduces Position in Adobe Inc. (NASDAQ:ADBE)', 'Miracle Mile Advisors LLC cut its position in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 7.6% in the third quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 1,998 shares of the sof…']",0,0.0,2024-01-05,563.5,569.52,563.34,564.6,1917290,2024-01-04,5.33,2024-01-07 22:03:01,144.576,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-07-01,5642.697,2023-11-01,625140.0,257062371000,1862000000,47.85,2.099,0.0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,650.35,47.85,31.45,13.24,15.56,13.05,32.54,1.33,633.89,318.6,589.27,498.23,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20231122,1,"['ADOBE ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Adobe Inc. and Encourages Investors to Contact the Firm', 'NEW YORK, Nov. 21, 2023 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, reminds investors that a class action lawsuit has been filed against Adobe Inc. (“Adobe” or the “Company”) (NASDAQ: ADBE) in the Unit…']",0,0,6,0.2334406666666667,2023-11-22,616.63,624.38,614.0101,619.72,2064968,2023-11-21,5.33,2023-11-23 10:11:01,149.208,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-07-01,5633.594,2023-10-01,608839.0,278183739000,1862000000,54.95,1.481,0.0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.12,0.26,0.103,565.27,54.95,22.22,8.89,10.99,9.13,22.68,1.324,624.38,318.6,547.21,460.48,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20240506,1,"['Finland authorities warn of Android malware campaign targeting bank users', 'Finland’s Transport and Communications Agency (Traficom) warned about an ongoing Android malware campaign targeting bank accounts. Traficom, Finland’s Transport and Communications Agency, issued a warning regarding a current Android malware campaign aimed at …']",0,0,3,0.2449596666666666,2024-05-06,490.1,495.44,488.0,493.59,2104030,2024-05-03,5.33,2024-05-07 09:11:02,154.522,2024-03-01,312.332,2022-01-01,8.00279982052121,2024-04-01,3.9,2024-01-01,5575.067,2024-03-01,611862.0,217808634000,1079000000,46.52,1.759,,,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,10.45,-0.498,0.113,621.87,46.52,26.39,10.65,13.74,10.52,29.33,1.272,638.25,331.89,510.34,551.6,448000000,2024-03-01,USD,28751000000,10008000000,,2057000000,19754000000,1988000000,,14825000000,2022000000,12803000000,566000000,,566000000,13291000000,9537000000,300000000,12220000000,1497000000,1570000000.0,1616000000,451000000.0,2138000000,1497000000.0,,2138000000,1692000000.0,435000000,15460000000,30109000000,33809000000,0,453000000,2024-03-01,USD,4592000000,5182000000,590000000,42000000,907000000,1704000000,939000000,3685000000,,-27000000,,27000000,,70000000,,84000000,968000000,348000000,27000000,620000000,628000000,995000000,1079000000,620000000,0.0,0.0
20240302,0,0,0,0,0,0.0,2024-03-01,561.11,572.89,560.67,570.93,2968098,2024-02-29,5.33,2024-03-03 10:11:37,150.064,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-10-01,5760.935,2024-01-01,554784.0,258060354000,2162000000,48.34,2.126,,,0.0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,653.38,48.34,31.85,13.3,15.62,13.1,32.66,1.335,638.25,323.29,593.01,539.96,452000000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.015383481979370117,-0.4494690001010895
20240226,3,"['IntelBroker claimed the hack of the Los Angeles International Airport', 'The popular hacker IntelBroker announced that it had hacked the Los Angeles International Airport by exploiting a flaw in one of its CRM systems. The website Hackread first reported that the popular hacker IntelBroker had breached one of the CRM systems used …', 'Adobe добавила ИИ-ассистента в Acrobat и Reader', 'Разработчик программного обеспечения Adobe Inc. добавил в свои продукты Acrobat и Reader чат-бота AI Assistant, работающего на базе искусственного интеллекта.', '福島差別に繋がる画像、別の米大手サイトでも。処理水で魚が汚染と説明書きに記載', 'Shutterstock関連記事（初報）＞＞魚に放射能マーク…画像販売サイト、「Fukushima」検索で表示。記者の指摘にサイト側は\r\nインターネット上で画像の売買ができる「オンライン画像マーケットサイト」に、福島への差別や偏見を助長するイメージ画像が出回っている問題で、米ストックフォト大手「Shutterstock（シャッターストック）」のサイトでも同種の画像が表示されることがわかった。\r\nハフポスト日本版がこれまで確認した他の2サイトと同様、「Fukushima」などと検索すると、海や魚に放射能標識を重ねた…']",5,"['Disney et Reliance signent un ""pacte contraignant"" en vue de créer un nouveau géant indien du divertissement', 'La filiale indienne de Walt Disney et le groupe indien Reliance Industries prévoient de fusionner pour créer un nouveau géant du divertissement sur le continent indien qui pèse plusieurs milliards de dollars.', 'Disney, Reliance Sign ""Binding Pact"" For Big Merger: Report', 'Reliance Industries has signed a ""binding pact"" for a merger deal with Walt Disney\'s local unit, Bloomberg News reported Monday, a major shakeup for the country\'s multi-billion dollar entertainment industry.', ""Disney And India's Reliance Agree Merger: Bloomberg"", ""India's entertainment market is already one of the world's biggest, with the expected merger set to create a vast and powerful entertainment giant."", ""Disney and India's Reliance agree merger: Bloomberg"", ""India's entertainment market is already one of the world's biggest, with the expected merger set to create a vast and powerful entertainment giant.\n\nThe report of the deal comes as billionaire tycoon Mukesh Ambani, chairman of oil-to-telecoms giant Reliance I…"", 'Anant Ambani-Radhika Merchant wedding: Check out invitation, pre-wedding events, themes and more', 'The details of the three-day event were shared by the hospitality team behind the mega event. Check this space for more']",3,0.2041269999999999,2024-02-26,556.56,570.6,556.56,560.48,4251153,2024-02-23,5.33,2024-02-27 10:11:01,150.241,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-10-01,5769.95,2024-01-01,554784.0,250154877000,2162000000,46.74,2.061,,,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,652.57,46.74,30.96,12.89,15.14,12.69,31.65,1.335,638.25,320.97,597.05,535.66,452000000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.0,0.0
20240122,4,"['Cybercriminals leaked massive volumes of stolen PII data from Thailand in Dark Web', 'Resecurity researchers warn of massive leak of stolen Thai personally identifiable information (PII) on the dark web by cybercriminals. Resecurity has detected a noticeable increase in data leaks from consumer-focused platforms in Thailand, confirming that th…', 'Healthcare Digital Experience Platform Market to Reach USD 4.56 Billion by 2030, Amidst Rapid Cloud-Based Solution Adoption and Service Innovations', 'Dublin, Jan. 21, 2024 (GLOBE NEWSWIRE) -- The ""Global Healthcare Digital Experience Platform Market by Component (Platform, Services), Delivery Mode (Cloud-Based, On-Premises), Application - Forecast 2024-2030"" report has been added to ResearchAndMarkets.com\'…', 'Corporate Learning Management System Market Poised for Exceptional Growth, Forecast 2024-2030', 'Dublin, Jan. 21, 2024 (GLOBE NEWSWIRE) -- The ""Global Corporate Learning Management System Market by Offering (Services, Solutions), Learning Mode (Blended Learning, Distance Learning, Instructor-Led Learning), Deployment, Organization Size, End-User - Foreca…', '[Removed]', '[Removed]']",0,0,4,0.21783975,2024-01-22,615.0,620.96,603.15,603.59,4488000,2024-01-19,5.33,2024-01-23 10:11:01,147.889,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-07-01,5642.697,2023-12-01,675361.0,276420592000,2162000000,51.83,2.274,0.0,0.0115,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,649.19,51.83,34.13,14.24,16.73,14.05,35.03,1.33,633.89,318.6,599.59,508.09,452000000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.0,0.0
20240211,0,0,0,0,0,0.0,2024-02-09,616.0,628.07,615.805,627.21,2091353,2024-02-08,5.33,2024-02-12 10:11:02,149.124,2023-12-01,306.746,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-10-01,5769.95,2023-12-01,675361.0,283498938000,2162000000,53.2,2.335,,,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.79,0.278,0.116,652.57,53.2,34.97,14.61,17.16,14.41,35.94,1.335,638.25,318.6,604.26,526.16,452000000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.0,0.0
