alpha_news_amount,amount_news_ceo,analyst_target_price,beta,close,cpi,currency_exchange_rate,day_moving_average_200,day_moving_average_50,diluted_eps_ttm,eps,ev_to_ebitda,ev_to_revenue,forward_pe,high,low,market_capitalization,mean_price,news_sentiment_mean,open,pe_ratio,peg_ratio,price_change_1,price_change_3,price_to_book_ratio,price_to_sales_ratio_ttm,real_gdp,retail_sales,sentiment_ceo,sentiment_name,trailing_pe,volume,week_high_52,week_low_52,weekday
-0.9028973080767527,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.8135134023301336,-0.199411498624232,-0.46849431632344807,-5.256477272540137,-5.707618926064455,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9375197562953086,-3.91505708309806,-1.9503340009900247,-3.9621588797793015,-0.8123310833448478,-3.8145096727518246,-3.0721108185458035,-1.9073736346483527,-0.9304883846924439,-1.8259309206141103,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.9147857393488227,-0.9418775887142562,-0.8908459107218403,-3.0721108185458035,0.02466055556308368,-12.359792156743257,-8.208809085270714,-1.4089339338237425
-0.5626896504995791,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.810078280515709,-0.199411498624232,-0.4732103343844387,-5.25629667126206,-5.708069745487654,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9342064295432535,-3.9107055416136403,-1.9607091042746407,-3.959158531066031,-0.7833407304976128,-3.8139001447515124,-3.077046473681638,-1.9073736346483527,-0.8556457595708437,-1.8259309206141103,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.077046473681638,-0.24445246105607193,-12.359792156743257,-8.208809085270714,-1.250170360287728
-0.9028973080767527,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.810078280515709,-0.199411498624232,-0.45819496653507635,-5.256025769344944,-5.708340237141572,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9342064295432535,-3.9107055416136403,-1.9300774355891177,-3.959158531066031,-0.9204388877168046,-3.8139001447515124,-3.062856465166113,-1.9073736346483527,-0.9304883846924439,-1.8259309206141103,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.062856465166113,-0.23910741127762972,-12.359792156743257,-8.208809085270714,-1.0914067867517137
-0.7668142450458832,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.8091917974668252,-0.199411498624232,-0.4085412591342949,-5.256025769344944,-5.708340237141572,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9325783293288805,-3.9100673155292585,-1.9300774355891177,-3.9581608422948715,-0.8114217622989273,-3.8131797934784153,-3.062856465166113,-1.9073736346483527,-0.9059224774918229,-0.9027156716346448,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.062856465166113,-0.2497384797247132,-12.359792156743257,-8.208809085270714,-0.9326432132156994
-0.9369180738344701,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.8091917974668252,-0.199411498624232,-0.3655550255438799,-5.25575486742783,-5.708520564910851,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9330639030770267,-3.909545130551129,-1.9234076869304861,-3.957381625517396,-0.969967138870211,-3.8102429767496355,-3.0597716807062163,-1.9073736346483527,-0.9113838336317444,-0.9115862065676178,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.890761659576723,-3.0597716807062163,0.39968519612898123,-12.359792156743257,-8.208809085270714,-0.773879639679685
-1.0049596053499048,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.8091917974668252,-0.199411498624232,-0.3655550255438799,-5.25575486742783,-5.708520564910851,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9330639030770267,-3.909545130551129,-1.9234076869304861,-3.957381625517396,-0.9642552069700971,-3.8102429767496355,-3.0597716807062163,-1.9073736346483527,-0.9304883846924439,-0.9115862065676178,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.0597716807062163,0.43883064163251356,-12.359792156743257,-8.208809085270714,-0.6151160661436705
-1.0049596053499048,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.8091917974668252,-0.199411498624232,-0.3678317239181516,-5.255483965510714,-5.708520564910851,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9330639030770267,-3.909545130551129,-1.9221725100346658,-3.957381625517396,-0.976154275516895,-3.8102429767496355,-3.0591547238142374,-1.9073736346483527,-0.9304883846924439,-0.9154920787207894,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.0591547238142374,0.43883064163251356,-12.359792156743257,-8.208809085270714,-0.4563524926076562
-0.732793479288166,-0.9842977790258463,-6.826638025937752,-14.655777022367978,-3.804537761460186,-0.199411498624232,-0.36490454029408803,-5.2552130635936,-5.708340237141572,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.925951675824769,-3.904149219110448,-1.8762253943416298,-3.9517668952796985,-0.6937910649550336,-3.8055883992927018,-3.037561232594961,-1.9073736346483527,-0.7932862427520823,-0.8967775148891487,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.037561232594961,-0.22127955613504705,-12.359792156743257,-8.208809085270714,-1.250170360287728
-0.8008350108036008,-0.9842977790258463,-6.825820271722737,-14.655777022367978,-3.8048701926035178,-0.199411498624232,-0.3282063307849954,-5.254851861037446,-5.708069745487654,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9285509235354334,-3.9048454657479557,-1.880671697823521,-3.9529976208441227,-0.6006776588205032,-3.806752043656935,-3.0394121032708985,-1.9073736346483527,-0.9598587959012821,-0.9015432718337456,-2.721679658529767,-2.650128877458535,-1.5355588634398825,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.0394121032708985,-0.23118589632500627,-12.359792156743257,-8.208809085270714,-1.0914067867517137
-0.834855776561318,-0.9842977790258463,-6.825820271722737,-14.655777022367978,-3.805978296414622,-0.199411498624232,-0.2956278611912511,-5.25458095912033,-5.7079795816030146,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.9292935657384804,-3.905715774044839,-1.8836361035935993,-3.9536967312239137,-1.1191621149900404,-3.806752043656935,-3.041262973946837,-1.9073736346483527,-0.947258183201479,-0.9042504473762384,-2.721679658529767,-2.650128877458535,-1.5161683030661977,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.041262973946837,-0.4320068697536711,-12.359792156743257,-8.208809085270714,-0.9326432132156994
-0.8688765423190354,-0.9842977790258463,-6.825820271722737,-14.655777022367978,-3.8036512784113023,-0.199411498624232,-0.3076618383124002,-5.254219756564177,-5.707709089949096,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.92620874427967,-3.9049615068542063,-1.8935173661735503,-3.9523130752639104,-0.8178546825662593,-3.807527806566424,-3.045581672190692,-1.9073736346483527,-0.8972006715804045,-0.9205850092281316,-2.721679658529767,-2.650128877458535,-1.5161683030661977,-0.6300786229124764,-0.9418775887142562,-1.2452012607162763,-3.045581672190692,0.18527515900574903,-12.359792156743257,-8.208809085270714,-0.773879639679685
-1.0389803711076222,-0.9842977790258463,-6.824900298230844,-14.655777022367978,-3.8036512784113023,-0.199411498624232,-0.3076618383124002,-5.253948854647062,-5.707438598295177,-6.137087605316764,-1.0221718642192241,-2.4131785595205772,-2.5471655459004525,-2.464644773094327,-3.92620874427967,-3.9049615068542063,-1.8727667722690693,-3.9523130752639104,-1.2810476816731948,-3.807527806566424,-3.0357103619190227,-1.9073736346483527,-0.9304883846924439,-0.9159174235348968,-2.721679658529767,-2.650128877458535,-1.5161683030661977,-0.6300786229124764,-0.9418775887142562,-0.9383890955064886,-3.0357103619190227,0.29822850437774245,-12.359792156743257,-8.208809085270714,-0.6151160661436705
