alpha_news_amount,amount_news_ceo,analyst_target_price,beta,close,cpi,currency_exchange_rate,day_moving_average_200,day_moving_average_50,diluted_eps_ttm,eps,ev_to_ebitda,ev_to_revenue,forward_pe,high,low,market_capitalization,mean_price,news_sentiment_mean,open,pe_ratio,peg_ratio,price_change_1,price_change_3,price_to_book_ratio,price_to_sales_ratio_ttm,real_gdp,retail_sales,sentiment_ceo,sentiment_name,trailing_pe,volume,week_high_52,week_low_52,weekday
0.2838444278234854,0.23410620792819747,-0.552302928937054,0.18366159727415962,0.15253955478654244,-0.15090880261578524,0.0848752682527317,-0.6491645321086983,-0.2990244881474188,-0.10013917423288501,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.14291410943742802,0.09905381591778581,0.15979233918511332,0.11604434797006788,-0.06829781268585988,0.05570801231985146,0.19641646095000354,-0.5807244363714066,0.004879894795770967,-0.9351368819099825,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,0.10157181151294262,-0.08671179794811906,0.19641646095000354,0.026096981832875784,-0.9015866266244981,-0.1525964949421718,-0.3307155322862129
0.14098728496634255,0.0912490650710546,-0.552302928937054,0.18366159727415962,0.1531793500520569,-0.15090880261578524,0.10439384789195037,-0.6491645321086983,-0.2990244881474188,-0.10013917423288501,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.18288412442993157,0.17372795405885116,0.15979233918511332,0.17601867024493695,0.049301488806844825,0.17315318712061964,0.19641646095000354,-0.5807244363714066,0.1068733678124328,-0.9351368819099825,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,-0.007076252499385836,-0.003414105561782122,0.19641646095000354,-0.022966217253514963,-0.7661551545432806,-0.13367477384315632,-0.16404886561954624
-0.0018698578908002972,-0.05160807778608826,-0.552302928937054,0.18366159727415962,0.10914980314343166,-0.15090880261578524,0.12402623849116504,-0.628119883326823,-0.2800940574801211,-0.12545562992908812,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.1491509909966482,0.14491811120344844,0.11794103683586851,0.14633348306924365,-0.3117236006578537,0.16448586119426278,0.16532837804844885,-0.5807244363714066,-0.044761033896617654,-0.9351368819099825,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,-0.007076252499385836,-0.003414105561782122,0.16532837804844885,-0.06280881978439716,-0.7661551545432806,-0.13367477384315632,0.0026178010471204307
0.17670157068062828,-0.05160807778608826,-0.552302928937054,0.18366159727415962,0.2224517283455489,-0.15090880261578524,0.1281803385309993,-0.6177871503663531,-0.274036319666586,-0.11912651600503762,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.19769671813308015,0.14287766778768501,0.22722513688962814,0.17724950082317173,0.2042724360068237,0.12365054038686366,0.2760796733852365,-0.5807244363714066,0.0570095630778845,0.03393885172155156,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,-0.007076252499385836,-0.12524816489707363,0.2760796733852365,-0.02375293633235132,-0.7162059159645997,-0.13367477384315632,0.1692844677137871
-0.03758414360508601,-0.05160807778608826,-0.552302928937054,0.18366159727415962,0.2224517283455489,-0.15090880261578524,0.1281803385309993,-0.6177871503663531,-0.274036319666586,-0.11912651600503762,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.19769671813308015,0.14287766778768501,0.22722513688962814,0.17724950082317173,-0.09581593565915418,0.12365054038686366,0.2760796733852365,-0.5807244363714066,0.004879894795770967,0.01777072407971692,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,-0.007076252499385836,0.18449675355719639,0.2760796733852365,-0.02375293633235132,-0.7160028702793206,-0.13367477384315632,0.33595113438045376
-0.07329842931937172,-0.05160807778608826,-0.552302928937054,0.18366159727415962,0.2224517283455489,-0.15090880261578524,0.14496745513032713,-0.6067908473992469,-0.2668427560130119,-0.11912651600503762,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.19769671813308015,0.14287766778768501,0.22722513688962814,0.17724950082317173,-0.3686686189442849,0.12365054038686366,0.2760796733852365,-0.5807244363714066,0.004879894795770967,0.025705388314732576,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,0.16101356234721229,0.059682942531421694,0.2760796733852365,-0.02375293633235132,-0.7160028702793206,-0.13367477384315632,0.5026178010471204
0.17670157068062828,-0.05160807778608826,-0.552302928937054,0.18366159727415962,0.18243544264788128,-0.15090880261578524,0.13216372213083957,-0.6067908473992469,-0.2668427560130119,-0.11912651600503762,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.17445833732348495,0.18767605979645602,0.22722513688962814,0.1865610017193848,0.10605392845506313,0.1788538444413108,0.2760796733852365,-0.5807244363714066,0.02044568304334386,0.019911222136219042,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,-0.007076252499385836,0.04741316866120739,0.2760796733852365,-0.053766566966053725,-0.7160028702793206,-0.13367477384315632,-0.49738219895287955
0.2481301421091997,-0.05160807778608826,-0.08615849283876052,0.18366159727415962,0.2638057677802026,-0.16825664148670477,0.07355107773318395,-0.5963633187235429,-0.26163688757950543,-0.11279740208098712,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.2910700314764088,0.2831809934059088,0.26711297483253355,0.2793625693541363,0.10889989778894761,0.24621467278172107,0.31429210861839735,-0.5807244363714066,0.15961313163305188,0.04449481827313666,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,-0.10083986652833843,-0.007076252499385836,-0.07809459958165038,0.31429210861839735,-0.033388702514268905,-0.39986073829962426,-0.13367477384315632,-0.3307155322862129
-0.0018698578908002972,0.0912490650710546,-0.08615849283876052,0.18366159727415962,0.2113425560079692,-0.16825664148670477,0.11480755073153343,-0.5963633187235429,-0.26163688757950543,-0.11279740208098712,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.2432439445198869,0.23902214336327263,0.26711297483253355,0.2475520970806212,0.13025179299774967,0.2662251433768002,0.31429210861839735,-0.5807244363714066,-0.046828473276537025,0.03606806619094596,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,0.033339952176721414,-0.007076252499385836,-0.003414105561782122,0.31429210861839735,-0.022444921299755567,-0.39986073829962426,-0.13367477384315632,-0.16404886561954624
-0.0018698578908002972,-0.05160807778608826,-0.5838513783414971,0.18366159727415962,0.25060272002821,-0.16825664148670477,0.01971849365533731,-0.5639431841136276,-0.24005619661878635,-0.10013917423288501,-0.001796222949431974,-0.5966440072059895,-0.5478294066317623,-0.5799655177868105,0.24048532383023152,0.24115394991705522,0.25437805682057235,0.24310275921395813,0.18367495173009435,0.21067281948639272,0.29421438841114333,-0.5807244363714066,-0.0024153193391087016,0.03238406654384988,-0.5732055994950063,-0.5637930158084691,-0.2995375692323754,0.033339952176721414,-0.007076252499385836,-0.003414105561782122,0.29421438841114333,-0.07869906434441688,-0.39986073829962426,-0.13367477384315632,0.0026178010471204307
